"","Station","Date.local.","Amount.MJ.m2.","Period.Hrs.","Type","Freq"
"26260","Pukekohe Ews","20190228:1400",3.14,1,"G","H"
"26261","Pukekohe Ews","20190228:1500",3.01,1,"G","H"
"26262","Pukekohe Ews","20190228:1600",2.69,1,"G","H"
"26263","Pukekohe Ews","20190228:1700",2.2,1,"G","H"
"26264","Pukekohe Ews","20190228:1800",1.58,1,"G","H"
"26265","Pukekohe Ews","20190228:1900",0.88,1,"G","H"
"26266","Pukekohe Ews","20190228:2000",0.2,1,"G","H"
"26267","Pukekohe Ews","20190228:2100",0.01,1,"G","H"
"26268","Pukekohe Ews","20190228:2200",0.01,1,"G","H"
"26269","Pukekohe Ews","20190228:2300",0.01,1,"G","H"
"26270","Pukekohe Ews","20190301:0000",0.01,1,"G","H"
"26271","Pukekohe Ews","20190301:0100",0.01,1,"G","H"
"26272","Pukekohe Ews","20190301:0200",0.01,1,"G","H"
"26273","Pukekohe Ews","20190301:0300",0.01,1,"G","H"
"26274","Pukekohe Ews","20190301:0400",0.01,1,"G","H"
"26275","Pukekohe Ews","20190301:0500",0.01,1,"G","H"
"26276","Pukekohe Ews","20190301:0600",0.01,1,"G","H"
"26277","Pukekohe Ews","20190301:0700",0.01,1,"G","H"
"26278","Pukekohe Ews","20190301:0800",0.08,1,"G","H"
"26279","Pukekohe Ews","20190301:0900",0.47,1,"G","H"
"26280","Pukekohe Ews","20190301:1000",1.02,1,"G","H"
"26281","Pukekohe Ews","20190301:1100",1.33,1,"G","H"
"26282","Pukekohe Ews","20190301:1200",2.02,1,"G","H"
"26283","Pukekohe Ews","20190301:1300",2.61,1,"G","H"
"26284","Pukekohe Ews","20190301:1400",2.37,1,"G","H"
"26285","Pukekohe Ews","20190301:1500",1.4,1,"G","H"
"26286","Pukekohe Ews","20190301:1600",1.26,1,"G","H"
"26287","Pukekohe Ews","20190301:1700",2.22,1,"G","H"
"26288","Pukekohe Ews","20190301:1800",1.17,1,"G","H"
"26289","Pukekohe Ews","20190301:1900",0.74,1,"G","H"
"26290","Pukekohe Ews","20190301:2000",0.17,1,"G","H"
"26291","Pukekohe Ews","20190301:2100",0.01,1,"G","H"
"26292","Pukekohe Ews","20190301:2200",0.01,1,"G","H"
"26293","Pukekohe Ews","20190301:2300",0.01,1,"G","H"
"26294","Pukekohe Ews","20190302:0000",0.01,1,"G","H"
"26295","Pukekohe Ews","20190302:0100",0.01,1,"G","H"
"26296","Pukekohe Ews","20190302:0200",0.01,1,"G","H"
"26297","Pukekohe Ews","20190302:0300",0.01,1,"G","H"
"26298","Pukekohe Ews","20190302:0400",0.01,1,"G","H"
"26299","Pukekohe Ews","20190302:0500",0.01,1,"G","H"
"26300","Pukekohe Ews","20190302:0600",0.01,1,"G","H"
"26301","Pukekohe Ews","20190302:0700",0.01,1,"G","H"
"26302","Pukekohe Ews","20190302:0800",0.12,1,"G","H"
"26303","Pukekohe Ews","20190302:0900",0.81,1,"G","H"
"26304","Pukekohe Ews","20190302:1000",1.53,1,"G","H"
"26305","Pukekohe Ews","20190302:1100",2.18,1,"G","H"
"26306","Pukekohe Ews","20190302:1200",2.68,1,"G","H"
"26307","Pukekohe Ews","20190302:1300",3,1,"G","H"
"26308","Pukekohe Ews","20190302:1400",3.11,1,"G","H"
"26309","Pukekohe Ews","20190302:1500",3,1,"G","H"
"26310","Pukekohe Ews","20190302:1600",2.69,1,"G","H"
"26311","Pukekohe Ews","20190302:1700",2.16,1,"G","H"
"26312","Pukekohe Ews","20190302:1800",1.55,1,"G","H"
"26313","Pukekohe Ews","20190302:1900",0.86,1,"G","H"
"26314","Pukekohe Ews","20190302:2000",0.15,1,"G","H"
"26315","Pukekohe Ews","20190302:2100",0.01,1,"G","H"
"26316","Pukekohe Ews","20190302:2200",0.01,1,"G","H"
"26317","Pukekohe Ews","20190302:2300",0.01,1,"G","H"
"26318","Pukekohe Ews","20190303:0000",0.01,1,"G","H"
"26319","Pukekohe Ews","20190303:0100",0.01,1,"G","H"
"26320","Pukekohe Ews","20190303:0200",0.01,1,"G","H"
"26321","Pukekohe Ews","20190303:0300",0.01,1,"G","H"
"26322","Pukekohe Ews","20190303:0400",0.01,1,"G","H"
"26323","Pukekohe Ews","20190303:0500",0.01,1,"G","H"
"26324","Pukekohe Ews","20190303:0600",0.01,1,"G","H"
"26325","Pukekohe Ews","20190303:0700",0.01,1,"G","H"
"26326","Pukekohe Ews","20190303:0800",0.13,1,"G","H"
"26327","Pukekohe Ews","20190303:0900",0.79,1,"G","H"
"26328","Pukekohe Ews","20190303:1000",1.5,1,"G","H"
"26329","Pukekohe Ews","20190303:1100",2.13,1,"G","H"
"26330","Pukekohe Ews","20190303:1200",2.5,1,"G","H"
"26331","Pukekohe Ews","20190303:1300",3.04,1,"G","H"
"26332","Pukekohe Ews","20190303:1400",3.07,1,"G","H"
"26333","Pukekohe Ews","20190303:1500",2.95,1,"G","H"
"26334","Pukekohe Ews","20190303:1600",2.65,1,"G","H"
"26335","Pukekohe Ews","20190303:1700",2.14,1,"G","H"
"26336","Pukekohe Ews","20190303:1800",1.55,1,"G","H"
"26337","Pukekohe Ews","20190303:1900",0.87,1,"G","H"
"26338","Pukekohe Ews","20190303:2000",0.14,1,"G","H"
"26339","Pukekohe Ews","20190303:2100",0.01,1,"G","H"
"26340","Pukekohe Ews","20190303:2200",0.01,1,"G","H"
"26341","Pukekohe Ews","20190303:2300",0.01,1,"G","H"
"26342","Pukekohe Ews","20190304:0000",0.01,1,"G","H"
"26343","Pukekohe Ews","20190304:0100",0.01,1,"G","H"
"26344","Pukekohe Ews","20190304:0200",0.01,1,"G","H"
"26345","Pukekohe Ews","20190304:0300",0.01,1,"G","H"
"26346","Pukekohe Ews","20190304:0400",0.01,1,"G","H"
"26347","Pukekohe Ews","20190304:0500",0.01,1,"G","H"
"26348","Pukekohe Ews","20190304:0600",0.01,1,"G","H"
"26349","Pukekohe Ews","20190304:0700",0.01,1,"G","H"
"26350","Pukekohe Ews","20190304:0800",0.11,1,"G","H"
"26351","Pukekohe Ews","20190304:0900",0.52,1,"G","H"
"26352","Pukekohe Ews","20190304:1000",1.41,1,"G","H"
"26353","Pukekohe Ews","20190304:1100",2.12,1,"G","H"
"26354","Pukekohe Ews","20190304:1200",2.56,1,"G","H"
"26355","Pukekohe Ews","20190304:1300",2.52,1,"G","H"
"26356","Pukekohe Ews","20190304:1400",2.45,1,"G","H"
"26357","Pukekohe Ews","20190304:1500",2.35,1,"G","H"
"26358","Pukekohe Ews","20190304:1600",2.44,1,"G","H"
"26359","Pukekohe Ews","20190304:1700",1.38,1,"G","H"
"26360","Pukekohe Ews","20190304:1800",0.94,1,"G","H"
"26361","Pukekohe Ews","20190304:1900",0.51,1,"G","H"
"26362","Pukekohe Ews","20190304:2000",0.16,1,"G","H"
"26363","Pukekohe Ews","20190304:2100",0.01,1,"G","H"
"26364","Pukekohe Ews","20190304:2200",0.01,1,"G","H"
"26365","Pukekohe Ews","20190304:2300",0.01,1,"G","H"
"26366","Pukekohe Ews","20190305:0000",0.01,1,"G","H"
"26367","Pukekohe Ews","20190305:0100",0.01,1,"G","H"
"26368","Pukekohe Ews","20190305:0200",0.01,1,"G","H"
"26369","Pukekohe Ews","20190305:0300",0.01,1,"G","H"
"26370","Pukekohe Ews","20190305:0400",0.01,1,"G","H"
"26371","Pukekohe Ews","20190305:0500",0.01,1,"G","H"
"26372","Pukekohe Ews","20190305:0600",0.01,1,"G","H"
"26373","Pukekohe Ews","20190305:0700",0.01,1,"G","H"
"26374","Pukekohe Ews","20190305:0800",0.09,1,"G","H"
"26375","Pukekohe Ews","20190305:0900",0.46,1,"G","H"
"26376","Pukekohe Ews","20190305:1000",1.48,1,"G","H"
"26377","Pukekohe Ews","20190305:1100",2.09,1,"G","H"
"26378","Pukekohe Ews","20190305:1200",2.59,1,"G","H"
"26379","Pukekohe Ews","20190305:1300",2.94,1,"G","H"
"26380","Pukekohe Ews","20190305:1400",3.06,1,"G","H"
"26381","Pukekohe Ews","20190305:1500",2.94,1,"G","H"
"26382","Pukekohe Ews","20190305:1600",2.58,1,"G","H"
"26383","Pukekohe Ews","20190305:1700",2.07,1,"G","H"
"26384","Pukekohe Ews","20190305:1800",1.47,1,"G","H"
"26385","Pukekohe Ews","20190305:1900",0.49,1,"G","H"
"26386","Pukekohe Ews","20190305:2000",0.1,1,"G","H"
"26387","Pukekohe Ews","20190305:2100",0.01,1,"G","H"
"26388","Pukekohe Ews","20190305:2200",0.01,1,"G","H"
"26389","Pukekohe Ews","20190305:2300",0.01,1,"G","H"
"26390","Pukekohe Ews","20190306:0000",0.01,1,"G","H"
"26391","Pukekohe Ews","20190306:0100",0.01,1,"G","H"
"26392","Pukekohe Ews","20190306:0200",0.01,1,"G","H"
"26393","Pukekohe Ews","20190306:0300",0.01,1,"G","H"
"26394","Pukekohe Ews","20190306:0400",0.01,1,"G","H"
"26395","Pukekohe Ews","20190306:0500",0.01,1,"G","H"
"26396","Pukekohe Ews","20190306:0600",0.01,1,"G","H"
"26397","Pukekohe Ews","20190306:0700",0.01,1,"G","H"
"26398","Pukekohe Ews","20190306:0800",0.11,1,"G","H"
"26399","Pukekohe Ews","20190306:0900",0.75,1,"G","H"
"26400","Pukekohe Ews","20190306:1000",1.45,1,"G","H"
"26401","Pukekohe Ews","20190306:1100",2.08,1,"G","H"
"26402","Pukekohe Ews","20190306:1200",2.6,1,"G","H"
"26403","Pukekohe Ews","20190306:1300",2.42,1,"G","H"
"26404","Pukekohe Ews","20190306:1400",2.93,1,"G","H"
"26405","Pukekohe Ews","20190306:1500",2.69,1,"G","H"
"26406","Pukekohe Ews","20190306:1600",2.31,1,"G","H"
"26407","Pukekohe Ews","20190306:1700",1.94,1,"G","H"
"26408","Pukekohe Ews","20190306:1800",1.37,1,"G","H"
"26409","Pukekohe Ews","20190306:1900",0.66,1,"G","H"
"26410","Pukekohe Ews","20190306:2000",0.13,1,"G","H"
"26411","Pukekohe Ews","20190306:2100",0.01,1,"G","H"
"26412","Pukekohe Ews","20190306:2200",0.01,1,"G","H"
"26413","Pukekohe Ews","20190306:2300",0.01,1,"G","H"
"26414","Pukekohe Ews","20190307:0000",0.01,1,"G","H"
"26415","Pukekohe Ews","20190307:0100",0.01,1,"G","H"
"26416","Pukekohe Ews","20190307:0200",0.01,1,"G","H"
"26417","Pukekohe Ews","20190307:0300",0.01,1,"G","H"
"26418","Pukekohe Ews","20190307:0400",0.01,1,"G","H"
"26419","Pukekohe Ews","20190307:0500",0.01,1,"G","H"
"26420","Pukekohe Ews","20190307:0600",0.01,1,"G","H"
"26421","Pukekohe Ews","20190307:0700",0.01,1,"G","H"
"26422","Pukekohe Ews","20190307:0800",0.14,1,"G","H"
"26423","Pukekohe Ews","20190307:0900",0.6,1,"G","H"
"26424","Pukekohe Ews","20190307:1000",1.09,1,"G","H"
"26425","Pukekohe Ews","20190307:1100",1.94,1,"G","H"
"26426","Pukekohe Ews","20190307:1200",1.45,1,"G","H"
"26427","Pukekohe Ews","20190307:1300",1.41,1,"G","H"
"26428","Pukekohe Ews","20190307:1400",1.21,1,"G","H"
"26429","Pukekohe Ews","20190307:1500",1.86,1,"G","H"
"26430","Pukekohe Ews","20190307:1600",1.95,1,"G","H"
"26431","Pukekohe Ews","20190307:1700",1.32,1,"G","H"
"26432","Pukekohe Ews","20190307:1800",0.57,1,"G","H"
"26433","Pukekohe Ews","20190307:1900",0.29,1,"G","H"
"26434","Pukekohe Ews","20190307:2000",0.05,1,"G","H"
"26435","Pukekohe Ews","20190307:2100",0.01,1,"G","H"
"26436","Pukekohe Ews","20190307:2200",0.01,1,"G","H"
"26437","Pukekohe Ews","20190307:2300",0.01,1,"G","H"
"26438","Pukekohe Ews","20190308:0000",0.01,1,"G","H"
"26439","Pukekohe Ews","20190308:0100",0.01,1,"G","H"
"26440","Pukekohe Ews","20190308:0200",0.01,1,"G","H"
"26441","Pukekohe Ews","20190308:0300",0.01,1,"G","H"
"26442","Pukekohe Ews","20190308:0400",0.01,1,"G","H"
"26443","Pukekohe Ews","20190308:0500",0.01,1,"G","H"
"26444","Pukekohe Ews","20190308:0600",0.01,1,"G","H"
"26445","Pukekohe Ews","20190308:0700",0.01,1,"G","H"
"26446","Pukekohe Ews","20190308:0800",0.05,1,"G","H"
"26447","Pukekohe Ews","20190308:0900",0.17,1,"G","H"
"26448","Pukekohe Ews","20190308:1000",1.02,1,"G","H"
"26449","Pukekohe Ews","20190308:1100",0.61,1,"G","H"
"26450","Pukekohe Ews","20190308:1200",0.32,1,"G","H"
"26451","Pukekohe Ews","20190308:1300",0.29,1,"G","H"
"26452","Pukekohe Ews","20190308:1400",0.38,1,"G","H"
"26453","Pukekohe Ews","20190308:1500",0.48,1,"G","H"
"26454","Pukekohe Ews","20190308:1600",0.3,1,"G","H"
"26455","Pukekohe Ews","20190308:1700",0.11,1,"G","H"
"26456","Pukekohe Ews","20190308:1800",0.13,1,"G","H"
"26457","Pukekohe Ews","20190308:1900",0.18,1,"G","H"
"26458","Pukekohe Ews","20190308:2000",0.05,1,"G","H"
"26459","Pukekohe Ews","20190308:2100",0.01,1,"G","H"
"26460","Pukekohe Ews","20190308:2200",0.01,1,"G","H"
"26461","Pukekohe Ews","20190308:2300",0.01,1,"G","H"
"26462","Pukekohe Ews","20190309:0000",0.01,1,"G","H"
"26463","Pukekohe Ews","20190309:0100",0.01,1,"G","H"
"26464","Pukekohe Ews","20190309:0200",0.01,1,"G","H"
"26465","Pukekohe Ews","20190309:0300",0.01,1,"G","H"
"26466","Pukekohe Ews","20190309:0400",0.01,1,"G","H"
"26467","Pukekohe Ews","20190309:0500",0.01,1,"G","H"
"26468","Pukekohe Ews","20190309:0600",0.01,1,"G","H"
"26469","Pukekohe Ews","20190309:0700",0.01,1,"G","H"
"26470","Pukekohe Ews","20190309:0800",0.04,1,"G","H"
"26471","Pukekohe Ews","20190309:0900",0.11,1,"G","H"
"26472","Pukekohe Ews","20190309:1000",0.33,1,"G","H"
"26473","Pukekohe Ews","20190309:1100",0.29,1,"G","H"
"26474","Pukekohe Ews","20190309:1200",0.65,1,"G","H"
"26475","Pukekohe Ews","20190309:1300",1.05,1,"G","H"
"26476","Pukekohe Ews","20190309:1400",2.5,1,"G","H"
"26477","Pukekohe Ews","20190309:1500",1.71,1,"G","H"
"26478","Pukekohe Ews","20190309:1600",1.46,1,"G","H"
"26479","Pukekohe Ews","20190309:1700",1.62,1,"G","H"
"26480","Pukekohe Ews","20190309:1800",1.17,1,"G","H"
"26481","Pukekohe Ews","20190309:1900",0.71,1,"G","H"
"26482","Pukekohe Ews","20190309:2000",0.1,1,"G","H"
"26483","Pukekohe Ews","20190309:2100",0.01,1,"G","H"
"26484","Pukekohe Ews","20190309:2200",0.01,1,"G","H"
"26485","Pukekohe Ews","20190309:2300",0.01,1,"G","H"
"26486","Pukekohe Ews","20190310:0000",0.01,1,"G","H"
"26487","Pukekohe Ews","20190310:0100",0.01,1,"G","H"
"26488","Pukekohe Ews","20190310:0200",0.01,1,"G","H"
"26489","Pukekohe Ews","20190310:0300",0.01,1,"G","H"
"26490","Pukekohe Ews","20190310:0400",0.01,1,"G","H"
"26491","Pukekohe Ews","20190310:0500",0.01,1,"G","H"
"26492","Pukekohe Ews","20190310:0600",0.01,1,"G","H"
"26493","Pukekohe Ews","20190310:0700",0.01,1,"G","H"
"26494","Pukekohe Ews","20190310:0800",0.15,1,"G","H"
"26495","Pukekohe Ews","20190310:0900",0.83,1,"G","H"
"26496","Pukekohe Ews","20190310:1000",1.19,1,"G","H"
"26497","Pukekohe Ews","20190310:1100",1.57,1,"G","H"
"26498","Pukekohe Ews","20190310:1200",2.08,1,"G","H"
"26499","Pukekohe Ews","20190310:1300",2.64,1,"G","H"
"26500","Pukekohe Ews","20190310:1400",2.04,1,"G","H"
"26501","Pukekohe Ews","20190310:1500",2.47,1,"G","H"
"26502","Pukekohe Ews","20190310:1600",2.15,1,"G","H"
"26503","Pukekohe Ews","20190310:1700",1.83,1,"G","H"
"26504","Pukekohe Ews","20190310:1800",1.04,1,"G","H"
"26505","Pukekohe Ews","20190310:1900",0.75,1,"G","H"
"26506","Pukekohe Ews","20190310:2000",0.1,1,"G","H"
"26507","Pukekohe Ews","20190310:2100",0.01,1,"G","H"
"26508","Pukekohe Ews","20190310:2200",0.01,1,"G","H"
"26509","Pukekohe Ews","20190310:2300",0.01,1,"G","H"
"26510","Pukekohe Ews","20190311:0000",0.01,1,"G","H"
"26511","Pukekohe Ews","20190311:0100",0.01,1,"G","H"
"26512","Pukekohe Ews","20190311:0200",0.01,1,"G","H"
"26513","Pukekohe Ews","20190311:0300",0.01,1,"G","H"
"26514","Pukekohe Ews","20190311:0400",0.01,1,"G","H"
"26515","Pukekohe Ews","20190311:0500",0.01,1,"G","H"
"26516","Pukekohe Ews","20190311:0600",0.01,1,"G","H"
"26517","Pukekohe Ews","20190311:0700",0.01,1,"G","H"
"26518","Pukekohe Ews","20190311:0800",0.08,1,"G","H"
"26519","Pukekohe Ews","20190311:0900",0.58,1,"G","H"
"26520","Pukekohe Ews","20190311:1000",1.19,1,"G","H"
"26521","Pukekohe Ews","20190311:1100",1.92,1,"G","H"
"26522","Pukekohe Ews","20190311:1200",2.53,1,"G","H"
"26523","Pukekohe Ews","20190311:1300",2.75,1,"G","H"
"26524","Pukekohe Ews","20190311:1400",2.41,1,"G","H"
"26525","Pukekohe Ews","20190311:1500",2.54,1,"G","H"
"26526","Pukekohe Ews","20190311:1600",2.46,1,"G","H"
"26527","Pukekohe Ews","20190311:1700",2.01,1,"G","H"
"26528","Pukekohe Ews","20190311:1800",1.41,1,"G","H"
"26529","Pukekohe Ews","20190311:1900",0.76,1,"G","H"
"26530","Pukekohe Ews","20190311:2000",0.09,1,"G","H"
"26531","Pukekohe Ews","20190311:2100",0.01,1,"G","H"
"26532","Pukekohe Ews","20190311:2200",0.01,1,"G","H"
"26533","Pukekohe Ews","20190311:2300",0.01,1,"G","H"
"26534","Pukekohe Ews","20190312:0000",0.01,1,"G","H"
"26535","Pukekohe Ews","20190312:0100",0.01,1,"G","H"
"26536","Pukekohe Ews","20190312:0200",0.01,1,"G","H"
"26537","Pukekohe Ews","20190312:0300",0.01,1,"G","H"
"26538","Pukekohe Ews","20190312:0400",0.01,1,"G","H"
"26539","Pukekohe Ews","20190312:0500",0.01,1,"G","H"
"26540","Pukekohe Ews","20190312:0600",0.01,1,"G","H"
"26541","Pukekohe Ews","20190312:0700",0.01,1,"G","H"
"26542","Pukekohe Ews","20190312:0800",0.05,1,"G","H"
"26543","Pukekohe Ews","20190312:0900",0.74,1,"G","H"
"26544","Pukekohe Ews","20190312:1000",0.87,1,"G","H"
"26545","Pukekohe Ews","20190312:1100",1.18,1,"G","H"
"26546","Pukekohe Ews","20190312:1200",1.45,1,"G","H"
"26547","Pukekohe Ews","20190312:1300",1.54,1,"G","H"
"26548","Pukekohe Ews","20190312:1400",1.94,1,"G","H"
"26549","Pukekohe Ews","20190312:1500",2.24,1,"G","H"
"26550","Pukekohe Ews","20190312:1600",2.02,1,"G","H"
"26551","Pukekohe Ews","20190312:1700",1.4,1,"G","H"
"26552","Pukekohe Ews","20190312:1800",1.21,1,"G","H"
"26553","Pukekohe Ews","20190312:1900",0.42,1,"G","H"
"26554","Pukekohe Ews","20190312:2000",0.08,1,"G","H"
"26555","Pukekohe Ews","20190312:2100",0.01,1,"G","H"
"26556","Pukekohe Ews","20190312:2200",0.01,1,"G","H"
"26557","Pukekohe Ews","20190312:2300",0.01,1,"G","H"
"26558","Pukekohe Ews","20190313:0000",0.01,1,"G","H"
"26559","Pukekohe Ews","20190313:0100",0.01,1,"G","H"
"26560","Pukekohe Ews","20190313:0200",0.01,1,"G","H"
"26561","Pukekohe Ews","20190313:0300",0.01,1,"G","H"
"26562","Pukekohe Ews","20190313:0400",0.01,1,"G","H"
"26563","Pukekohe Ews","20190313:0500",0.01,1,"G","H"
"26564","Pukekohe Ews","20190313:0600",0.01,1,"G","H"
"26565","Pukekohe Ews","20190313:0700",0.01,1,"G","H"
"26566","Pukekohe Ews","20190313:0800",0.1,1,"G","H"
"26567","Pukekohe Ews","20190313:0900",0.78,1,"G","H"
"26568","Pukekohe Ews","20190313:1000",0.68,1,"G","H"
"26569","Pukekohe Ews","20190313:1100",1.04,1,"G","H"
"26570","Pukekohe Ews","20190313:1200",1.22,1,"G","H"
"26571","Pukekohe Ews","20190313:1300",1.05,1,"G","H"
"26572","Pukekohe Ews","20190313:1400",1.41,1,"G","H"
"26573","Pukekohe Ews","20190313:1500",1.88,1,"G","H"
"26574","Pukekohe Ews","20190313:1600",1.7,1,"G","H"
"26575","Pukekohe Ews","20190313:1700",1.2,1,"G","H"
"26576","Pukekohe Ews","20190313:1800",0.57,1,"G","H"
"26577","Pukekohe Ews","20190313:1900",0.25,1,"G","H"
"26578","Pukekohe Ews","20190313:2000",0.04,1,"G","H"
"26579","Pukekohe Ews","20190313:2100",0.01,1,"G","H"
"26580","Pukekohe Ews","20190313:2200",0.01,1,"G","H"
"26581","Pukekohe Ews","20190313:2300",0.01,1,"G","H"
"26582","Pukekohe Ews","20190314:0000",0.01,1,"G","H"
"26583","Pukekohe Ews","20190314:0100",0.01,1,"G","H"
"26584","Pukekohe Ews","20190314:0200",0.01,1,"G","H"
"26585","Pukekohe Ews","20190314:0300",0.01,1,"G","H"
"26586","Pukekohe Ews","20190314:0400",0.01,1,"G","H"
"26587","Pukekohe Ews","20190314:0500",0.01,1,"G","H"
"26588","Pukekohe Ews","20190314:0600",0.01,1,"G","H"
"26589","Pukekohe Ews","20190314:0700",0.01,1,"G","H"
"26590","Pukekohe Ews","20190314:0800",0.06,1,"G","H"
"26591","Pukekohe Ews","20190314:0900",0.63,1,"G","H"
"26592","Pukekohe Ews","20190314:1000",1.21,1,"G","H"
"26593","Pukekohe Ews","20190314:1100",1.72,1,"G","H"
"26594","Pukekohe Ews","20190314:1200",2.46,1,"G","H"
"26595","Pukekohe Ews","20190314:1300",2.41,1,"G","H"
"26596","Pukekohe Ews","20190314:1400",1.66,1,"G","H"
"26597","Pukekohe Ews","20190314:1500",1.63,1,"G","H"
"26598","Pukekohe Ews","20190314:1600",1.93,1,"G","H"
"26599","Pukekohe Ews","20190314:1700",1.75,1,"G","H"
"26600","Pukekohe Ews","20190314:1800",1.25,1,"G","H"
"26601","Pukekohe Ews","20190314:1900",0.44,1,"G","H"
"26602","Pukekohe Ews","20190314:2000",0.04,1,"G","H"
"26603","Pukekohe Ews","20190314:2100",0.01,1,"G","H"
"26604","Pukekohe Ews","20190314:2200",0.01,1,"G","H"
"26605","Pukekohe Ews","20190314:2300",0.01,1,"G","H"
"26606","Pukekohe Ews","20190315:0000",0.01,1,"G","H"
"26607","Pukekohe Ews","20190315:0100",0.01,1,"G","H"
"26608","Pukekohe Ews","20190315:0200",0.01,1,"G","H"
"26609","Pukekohe Ews","20190315:0300",0.01,1,"G","H"
"26610","Pukekohe Ews","20190315:0400",0.01,1,"G","H"
"26611","Pukekohe Ews","20190315:0500",0.01,1,"G","H"
"26612","Pukekohe Ews","20190315:0600",0.01,1,"G","H"
"26613","Pukekohe Ews","20190315:0700",0.01,1,"G","H"
"26614","Pukekohe Ews","20190315:0800",0.06,1,"G","H"
"26615","Pukekohe Ews","20190315:0900",0.58,1,"G","H"
"26616","Pukekohe Ews","20190315:1000",1.23,1,"G","H"
"26617","Pukekohe Ews","20190315:1100",1.88,1,"G","H"
"26618","Pukekohe Ews","20190315:1200",1.6,1,"G","H"
"26619","Pukekohe Ews","20190315:1300",1.26,1,"G","H"
"26620","Pukekohe Ews","20190315:1400",1.45,1,"G","H"
"26621","Pukekohe Ews","20190315:1500",2.55,1,"G","H"
"26622","Pukekohe Ews","20190315:1600",2.26,1,"G","H"
"26623","Pukekohe Ews","20190315:1700",1.49,1,"G","H"
"26624","Pukekohe Ews","20190315:1800",0.8,1,"G","H"
"26625","Pukekohe Ews","20190315:1900",0.72,1,"G","H"
"26626","Pukekohe Ews","20190315:2000",0.09,1,"G","H"
"26627","Pukekohe Ews","20190315:2100",0.01,1,"G","H"
"26628","Pukekohe Ews","20190315:2200",0.01,1,"G","H"
"26629","Pukekohe Ews","20190315:2300",0.01,1,"G","H"
"26630","Pukekohe Ews","20190316:0000",0.01,1,"G","H"
"26631","Pukekohe Ews","20190316:0100",0.01,1,"G","H"
"26632","Pukekohe Ews","20190316:0200",0.01,1,"G","H"
"26633","Pukekohe Ews","20190316:0300",0.01,1,"G","H"
"26634","Pukekohe Ews","20190316:0400",0.01,1,"G","H"
"26635","Pukekohe Ews","20190316:0500",0.01,1,"G","H"
"26636","Pukekohe Ews","20190316:0600",0.01,1,"G","H"
"26637","Pukekohe Ews","20190316:0700",0.01,1,"G","H"
"26638","Pukekohe Ews","20190316:0800",0.03,1,"G","H"
"26639","Pukekohe Ews","20190316:0900",0.21,1,"G","H"
"26640","Pukekohe Ews","20190316:1000",0.59,1,"G","H"
"26641","Pukekohe Ews","20190316:1100",0.93,1,"G","H"
"26642","Pukekohe Ews","20190316:1200",1.32,1,"G","H"
"26643","Pukekohe Ews","20190316:1300",1.59,1,"G","H"
"26644","Pukekohe Ews","20190316:1400",1.28,1,"G","H"
"26645","Pukekohe Ews","20190316:1500",1.68,1,"G","H"
"26646","Pukekohe Ews","20190316:1600",1.26,1,"G","H"
"26647","Pukekohe Ews","20190316:1700",0.69,1,"G","H"
"26648","Pukekohe Ews","20190316:1800",0.64,1,"G","H"
"26649","Pukekohe Ews","20190316:1900",0.27,1,"G","H"
"26650","Pukekohe Ews","20190316:2000",0.05,1,"G","H"
"26651","Pukekohe Ews","20190316:2100",0.01,1,"G","H"
"26652","Pukekohe Ews","20190316:2200",0.01,1,"G","H"
"26653","Pukekohe Ews","20190316:2300",0.01,1,"G","H"
"26654","Pukekohe Ews","20190317:0000",0.01,1,"G","H"
"26655","Pukekohe Ews","20190317:0100",0.01,1,"G","H"
"26656","Pukekohe Ews","20190317:0200",0.01,1,"G","H"
"26657","Pukekohe Ews","20190317:0300",0.01,1,"G","H"
"26658","Pukekohe Ews","20190317:0400",0.01,1,"G","H"
"26659","Pukekohe Ews","20190317:0500",0.01,1,"G","H"
"26660","Pukekohe Ews","20190317:0600",0.01,1,"G","H"
"26661","Pukekohe Ews","20190317:0700",0.01,1,"G","H"
"26662","Pukekohe Ews","20190317:0800",0.09,1,"G","H"
"26663","Pukekohe Ews","20190317:0900",0.44,1,"G","H"
"26664","Pukekohe Ews","20190317:1000",0.67,1,"G","H"
"26665","Pukekohe Ews","20190317:1100",1.32,1,"G","H"
"26666","Pukekohe Ews","20190317:1200",2.47,1,"G","H"
"26667","Pukekohe Ews","20190317:1300",1.87,1,"G","H"
"26668","Pukekohe Ews","20190317:1400",1.99,1,"G","H"
"26669","Pukekohe Ews","20190317:1500",0.71,1,"G","H"
"26670","Pukekohe Ews","20190317:1600",0.95,1,"G","H"
"26671","Pukekohe Ews","20190317:1700",0.74,1,"G","H"
"26672","Pukekohe Ews","20190317:1800",0.56,1,"G","H"
"26673","Pukekohe Ews","20190317:1900",0.41,1,"G","H"
"26674","Pukekohe Ews","20190317:2000",0.09,1,"G","H"
"26675","Pukekohe Ews","20190317:2100",0.01,1,"G","H"
"26676","Pukekohe Ews","20190317:2200",0.01,1,"G","H"
"26677","Pukekohe Ews","20190317:2300",0.01,1,"G","H"
"26678","Pukekohe Ews","20190318:0000",0.01,1,"G","H"
"26679","Pukekohe Ews","20190318:0100",0.01,1,"G","H"
"26680","Pukekohe Ews","20190318:0200",0.01,1,"G","H"
"26681","Pukekohe Ews","20190318:0300",0.01,1,"G","H"
"26682","Pukekohe Ews","20190318:0400",0.01,1,"G","H"
